Product ID,Brend,Title,Price,Description,Details,Max Image URL,Category,URL
90788622,Chokore,"Chokore Special 4-in-1 Gift Set for Him (Necktie, Pocket Square, Cravat, & Perfumes Combo)"," 5,900","Indulge in a quartet of refined elegance with our exclusive ensemble! Elevate your style with a classic necktie, an accessory that exudes confidence and sophistication. Complementing this allure, our pocket square adds a pop of flair to your ensemble, creating a look that's attention-grabbing. And that's not all! Enhance your presence with a stylish cravat, a symbol of old-world charm and elegance. Complete your ensemble with our captivating perfumes combo, each fragrance a unique journey of captivating scents. Whether it's for a special event or to make a statement, this quartet promises to redefine your style and make every moment truly exceptional!","Package contains: "" 1 x Red Silk Necktie - Solid Collection, 1 x Burgundy Silk Pocket Square- Indian at Heart Collection, 1 x Red & Black Cravat - Plaids Collection, 1 x Perfumes Combo - 3 x 20 ml ""

Material: "" Necktie - 100% Pure Silk Pocket Square : 100% Pure Silk Cravat - 100% Pure Silk Perfumes (Fragrance) : Oudacious - Oud, Tobacco Zephyr - Musk, Amber Connection - Jasmine, Musk ""

Dimensions/Contents:"" Necktie : Length 157 cm, WIdth 7.6 cm Pocket Square : 13.5*13.5 inches OR 18*18 inches Cravat : Length 118 cm, Width 15 cm Perfumes : 3*20 ml ""

Care Instructions:"" Necktie : Dry Clean only Pocket Square: Dry Clean only Cravat : Dry Clean only Perfumes : Store it in a cool, dry place away from direct sunlight. ""

 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF85_0.png?v=1693913786,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-4-in-1-gift-set-for-him-necktie-pocket-square-cravat-perfumes-combo#shopify-product-reviews
23181388,Chokore,Chokore Special 2-in-1 Gift Set for Him (Indian at Heart Necktie & Bracelet)," 2,500","Unleash the stylish superhero within with our fantastic gift set! Elevate your charm with a dapper necktie, the ultimate weapon for debonair looks. But hey, the excitement doesn't end there! Our trendy men's bracelet adds a dash of swag to your wrist game. Whether you're a fashion maverick or treating a special guy, this dynamic duo promises to unleash an unstoppable wave of confidence and panache! Grab your style sidekick now and conquer the fashion universe!","Package contains: "" 1 x Yellow & Green Silk Necktie - Indian at Heart Collection , 1 x Wavy Leather Bracelet with Clasp""

Material: "" Necktie : 100% Pure SilkBracelet : Genuine Leather ""

Dimensions/Contents:"" Necktie : Length 60 inches, Width 3 inches Bracelet : 20.5 cm""

Care Instructions:"" Necktie : Dry Clean / Hand wash onlyBracelet : Wipe the bracelet with a soft cloth after every use. ""

 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF03_00.jpg?v=1692013454,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-2-in-1-gift-set-for-him-indian-at-heart-necktie-bracelet
31464880,Chokore,"Chokore Special 3-in-1 Gift Set for Him & Her (Buckle Belt, Wallet, & Leopard print Hat)"," 4,900","Step into the world of refined elegance with this sophisticated gift set! Elevate your style with a classic men's wallet, a sleek and functional accessory that keeps your essentials organized in style. Complementing this allure, our timeless buckle belt exudes sophistication, adding a touch of polish to any outfit. And that's not all! Complete your look with a dashing leopard print hat, a stylish statement piece that adds a touch of flair to your ensemble. Whether it's for a dapper friend or your favorite couple, this dynamic trio promises to redefine your fashion quotient and make you feel truly distinguished!","Package contains: 1 x Retro Pin Buckle Belt - Camel, 1 x Leopard Print Hat, 1 x Leather Wallet

Material: Belt : Genuine Leather Hat : 65% Cotton, 35% Polyester Wallet : PU Leather


Dimensions/Contents: Belt : Length 107 cm, Width 2.5 cmHat : Circumference 60 cmWallet : 11*9.5 cm


Care Instructions: Belt : Gently wipe with soft cloth after every use.Hat : Dry Clean onlyWallet : Gently wipe off dirt or stains using damp cloth. Avoid harsh scrubbing.


 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF46_00_496a93ff-01ba-4ccf-bc83-fce1bc8b12f6.png?v=1692179534,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-3-in-1-gift-set-for-him-her-buckle-belt-wallet-leopard-print-hat
67464418,Chokore,"Chokore Special 4-in-1 Gift Set for Her (Pearl Bamboo Bag, Fedora Hat, 100 ml Perfume, & Necklace)"," 10,250","Elevate your style with a quartet of exquisite allure! Crown your look with a pearl-adorned bamboo bag, an accessory that adds a touch of opulence to any ensemble. Complementing this charm, our classic fedora hat with feather detailing exudes a timeless and sophisticated vibe. And that's not all! Enhance your presence with our alluring Elixir perfume, leaving a lasting impression with its captivating fragrance. Complete your ensemble with a graceful multi-layer crystal necklace, adding a touch of elegance and charm. Whether it's for a fashionable friend or a treat for yourself, this quartet promises to redefine your style and make you feel truly exceptional!","Package contains: "" 1 x Bamboo Tote with Pearl, 1 x Feather Fedora Hat, 1 x Elixir Perfume - 100 ml, 1 x Multilayer Handmade Necklace ""

Material: "" Handbag : Bamboo Hat : 100% Cotton Perfume (Fragrance) : Fruity, Vanilla Necklace : Ribbon, Rhinestone/Crystal ""

Dimensions/Contents:"" Handbag : Length 11 inches, Width 3 inches, Height 8 inches Hat : Circumference 58 cm Perfume : 100 ml Necklace : 28 cm""

Care Instructions:"" Handbag : Gently wipe with soft cloth after every use. Hat : Dry Clean only Perfume : Store it in a cool, dry place away from direct sunlight. Necklace : Use a soft cloth to gently clean your necklace. Avoid abrasive materials. ""

 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF64_00.png?v=1692016098,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-4-in-1-gift-set-for-her-pearl-bamboo-bag-fedora-hat-100-ml-perfume-necklace
58116449,Chokore,"Chokore Special 4-in-1 Gift Set for Her (Bamboo Bag, 100 ml Date Night Perfume, Earrings, & Silk Scarf)"," 8,500","Embrace a quartet of refined allure with our exquisite collection! Adorn your vacation with an orange bamboo bag, a statement of eco-friendly elegance that elevates your ensemble. Complementing this charm, our alluring Date Night perfume leaves a captivating fragrance, making a lasting impression. And that's not all! Frame your face with delicate earrings, adding a touch of grace and sophistication. Drape yourself in the luxury of a silk scarf, embodying timeless charm and style. Whether it's for a loved one or a treat for yourself, this gift set promises to redefine your style and make every moment truly memorable!","Package contains: "" 1 x Bamboo Tote Bag - Orange, 1 x Date Night Perfume - 100 ml, 1 x Drop Earrings, 1 x Printed Yellow Silk Scarf ""

Material: "" Handbag : Bamboo Perfume (Fragrance) : Lavender, Citrus Earrings : Brass Alloy Scarf : 100% Pure Silk ""

Dimensions/Contents:"" Handbag : Length 11 inches, Width 3 inches, Height 8 inches Perfume : 100 ml Earrings : 5 cm Scarf : Length 147 cm, Width 11 cm""

Care Instructions:"" Handbag : Gently wipe with soft cloth after every use. Perfume : Store it in a cool, dry place away from direct sunlight. Earrings : Gently wipe with soft cloth after every use. Scarf : Dry Clean / Hand Wash only ""

 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF66_00.png?v=1692015869,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-4-in-1-gift-set-for-her-bamboo-bag-100-ml-date-night-perfume-earrings-silk-scarf
40485954,Chokore,Chokore Special 2-in-1 Gift Set for Him & Her (Women’s Stole & Men’s Pocket Square)," 4,500","Unleash a dynamic duo of styles with this captivating gift set! Embrace the grace and charm of a women's stole, a versatile accessory that adds a touch of elegance to any outfit. Complementing this allure, our men's pocket square from our wildlife collection exudes dapper flair, elevating any suit or blazer ensemble. Whether it's a thoughtful gesture for a couple or a treat for yourself, this perfect pairing promises to enhance your fashion game and make a statement wherever you go! Embrace the art of stylish fashion and let your personalities shine through vibrant prints!","Package contains: 1 x Men’s Lime Pocket Square - Wildlife Collection, 1 x Women’s Green and Blue Silk Stole

Material: Pocket Square: 100% Pure Silk Stole: 100% Pure Silk

Dimensions/Contents: Pocket Square : 13.5*13.5 inches OR 18*18 inchesStole: Length 200 cm, Width 52 cm


Care Instructions: Pocket Square: Dry Clean / Hand Wash only Stole: Dry Clean / Hand Wash only


 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF21_00.png?v=1692014848,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-2-in-1-gift-set-for-him-her-women-s-stole-men-s-pocket-square
76396318,Chokore,"Chokore Special 4-in-1 Gift Set for Her (Silk Stole, Scarf, Sunglasses, & Necklace)"," 8,000","Immerse yourself in a quartet of sophisticated elegance! Draped in the grace of a printed silk stole, you embody timeless charm and sophistication. Complementing this allure, our classic scarf adds a touch of flair to your ensemble. And that's not all! Shield your eyes with trendy cat-eye sunglasses, a modern statement of style. Complete your look with a multilayered boho necklace, adding a touch of refinement and grace. Whether it's for a fashion-forward friend or a treat for yourself, this quartet promises to redefine your style and make a lasting impression!","Package contains: "" 1 x Printed Blue and Red Silk Stole, 1 x Pink and Purple Silk Scarf, 1 x Cat-eye Sunglasses, 1 x Multilayer Boho Necklace - Wine Red ""

Material: "" Stole : 100% Pure Silk Scarf : 100% Pure Silk Sunglasses : Frame 0 Metal; Lens - PC Necklace : Ribbon, Rhinestone/Crystal ""

Dimensions/Contents:"" Stole : Length 200 cm, Width 52 cm Scarf : Length 147 cm, Width 11 cm Sunglasses : Length 14 cm, Height 4.5 cm Necklace : 32 cm ""

Care Instructions:"" Stole : Dry Clean / Hand Wash only Scarf : Dry Clean / Hand Wash only Sunglasses : Use a microfiber cloth or lens cleaning solution to gently clean lenses. Avoid rough fabrics that can scratch. Necklace : Use a soft cloth to gently clean your necklace. Avoid abrasive materials. ""

 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF65_00.png?v=1692015957,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-4-in-1-gift-set-for-her-silk-stole-scarf-sunglasses-necklace
71645922,Chokore,"Chokore Special 4-in-1 Gift Set for Him (Chokore Arte Pocket Square, Solid Necktie, Hat, & Bracelet)"," 6,600","Elevate your style with our quartet of refined elegance! Start by adding flair to your look with a sophisticated Lucknow print pocket square, a versatile accessory that exudes charm. Complementing this allure, our solid yellow necktie lends timeless elegance to any ensemble. And that's not all! Crown your style with a fashionable fedora hat, adding a touch of sophistication. Complete your ensemble with a hematite bracelet, a symbol of suave style on your wrist. Whether it's for a fashionable friend or a treat for yourself, this set promises to redefine your fashion quotient and make a lasting impression!","Package contains: "" 1 x Lucknow Pocket Square - Chokore Arte, 1 x Yellow Silk Necktie - Solids collection, 1 x Ombre Fedora Hat - Yellow & Black, 1 x Hematite Beads Bracelet ""

Material: "" Pocket Square : 100% Pure Silk Necktie : 100% Pure Silk Hat : 65% Cotton, 35% Polyester Bracelet : Hematite Beads, Genuine Leather ""

Dimensions/Contents:"" Pocket Square : 18*18 inches Necktie : Length 152 cm, Width 7.5 cm Hat : Circumference 58 cm Bracelet : 20.5 cm ""

Care Instructions:"" Pocket Square : Dry Clean / Hand Wash only Necktie : Dry Clean / Hand Wash only Hat : Dry Clean only Bracelet : Gently wipe with soft cloth after every use. ""

 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF54_00.png?v=1692018317,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-4-in-1-gift-set-for-him-chokore-arte-pocket-square-solid-necktie-hat-bracelet#shopify-product-reviews
71330417,Chokore,Chokore Special 2-in-1 Marine Gift Set (2 Pocket Squares)," 2,500","Introducing a captivating combo that brings the essence of the oceans to your formal ensemble. Dive into style with this marine print pocket square and classic companion purple pocket square from our solids range. The marine print pocket square showcases a vibrant print inspired by the depths of the sea, while the classic solid pocket square offers a versatile and timeless touch. Mix and match these to create a playful and sophisticated look that reflects your unique personality.","Package contains: "" 1 x Purple Solid Pocket Square - Solids Collection, 1 x Magenta & Orange Pocket Square - Marine Collection""

Material: "" Purple Pocket Square : 100% Pure Silk Magenta & Orange Pocket Square : 100% Pure Silk ""

Dimensions/Contents:""Purple Pocket Square : 13.5*13.5 inches OR 18*18 inchesMagenta & Orange Pocket Square : 13.5*13.5 inches OR 18*18 inches""

Care Instructions:"" Purple Pocket Square : Dry Clean / Hand Wash only Magenta & Orange Pocket Square : Dry Clean / Hand Wash only""

 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/0_4.png?v=1692163093,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-2-in-1-marine-gift-set-2-pocket-squares
37949390,Chokore,"Chokore Special 3-in-1 Gift Set for Him (Burgundy Suspenders, Cowboy Hat, & Pocket Square)"," 6,550","Elevate your style with a trio of classic charm! Embrace timeless sophistication with suspenders, a suave accessory that adds a touch of refinement to your ensemble. Crown your look with a stylish hat, exuding modern coolness and adding a dash of flair. And don't forget the silk pocket square, embodying elegance in every fold. Whether it's for a formal occasion or to showcase your unique style, this trio promises to redefine your fashion quotient and make every moment effortlessly chic! Embrace the art of impeccable fashion and gifting with Chokore!","Package contains: "" 1 x Y-shaped Suspenders (Burgundy), 1 x Burgundy Cowboy Hat with Belt Band, 1 x Magenta Silk Pocket Square - Marble Collection ""

Material: "" Suspenders : Elastic with Leather Patch Hat : 65% Polyester, 35% Cotton Pocket Square : 100% Pure Silk ""

Dimensions/Contents:"" Suspenders : 3.5*110 cm Hat : Circumference 56 cm Pocket Square : 13.5*13.5 inches OR 18*18 inches ""

Care Instructions:"" Suspenders : Avoid excessive pulling or stretching beyond the natural range, as it can strain the elastic fibers. Hat : Dry Clean only Pocket Square : Dry clean only ""

 Note: At times of unavailability or stock shortages, we're committed to ensuring your satisfaction by replacing any item(s) in your package with a suitable alternative.

Buying for Someone Special? Gift wrap and Message card options are available at checkout.
MRP is inclusive of all taxes.",www.chokore.com/cdn/shop/files/CHKGIF79_00.png?v=1693835855,Gift Sets,https://www.chokore.com/collections/gift-sets/products/chokore-special-3-in-1-gift-set-for-him-burgundy-suspenders-cowboy-hat-pocket-square
