Product ID,Brand,Category,Solid By,Product Detail,Title,Price,Sizes,Description,Photo URLs,URL_Product
76741399,Groovee,Handpaint,Sold by: MADZEE,"Color: BLUE
Washcare: DRYCLEAN ONLY
Fabric: DENIM 100% COTTON
",MADZEE UNISEX Hand Painted Denim Jacket - 100% Cotton,"5,999",M|L|XL|S,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be32accc8b354f60bf860f/lxcvdu4bvy_rock-band-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be32abcc8b354f60bf8609/lxcvdu4bvy_beach-with-ocean-view-1800x1800.jpg",https://www.groovee.in/product/madzee-unisex-hand-painted-denim-jacket-100percent-cotton
99711371,Groovee,Handpaint,Sold by: MADZEE,"Color: LIGHT BLUE
Washcare: DRYCLEAN ONLY
Fabric: DENIM 100% COTTON
",MADZEE Hand Painted Unisex Denim Jeans Jacket - 100% Cotton,"5,999",M|L|XL|S,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be32ac0e01ffd864dd885d/be2c724d-9491-41b6-adf0-b499c503bc25-1800x1800.webp, https://www.groovee.in/s/637b22156d77cd009523f663/65be32ab0e01ffd864dd8848/c7ace697-776e-413f-afd0-2f50f498cd10-1800x1800.jpg",https://www.groovee.in/product/madzee-hand-painted-unisex-denim-jeans-jacket-100percent-cotton
73259066,Groovee,Handpaint,N/A,,COLOUR ME Rainbow Fire Flame Handpainted Unisex Customized Denim Jeans Jacket,"5,999",S|M|L|XL|XXL,"Rainbow Fire Flame Handpainted Unisex Customized Denim Jeans Jacket





The Denim Jacket Features: 

The denim jacket has been hand-crafted and hand-embroidered with love! 
The material is 100% cotton. Fabric for the denim jacket feels thick and does not stretch, we source quality fabric. 
It sports two pockets on the outside and two secret pockets on the inside. (more pockets, fewer problems)
Time Taken: 

This denim jacket requires over 3 Days worth of patience, skill and effort.","https://www.groovee.in/s/637b22156d77cd009523f663/65be31e89a92d978bb6b72eb/1000194240_b878d649-21ae-456b-80f8-e1c3eb23194f-3x-1800x1800.webp, https://www.groovee.in/s/637b22156d77cd009523f663/65be31e89a92d978bb6b72e2/1000179882_644227c9-7de9-442e-868d-6c057e53b394-3x-1800x1800.webp",https://www.groovee.in/product/colour-me-rainbow-fire-flame-handpainted-unisex-customized-denim-jeans-jacket
56880981,Groovee,Handpaint,N/A,,MADZEE Colourful Rainbow Handpainted Unisex Customized Denim Jeans,"3,999",30|32|34|36|28,"The denim Jeans has been hand-crafted and hand-embroidered with love! The material is 100% cotton. Fabric for the denim Jeans feels thick and does not stretch, we source quality fabric. It sports two pockets on the outside and two secret pockets on the inside. (more pockets, fewer problems)Time Taken: This denim jeans requires over 45 hours worth of patience, skill and effort.Note - THE JEANS IS ONLY FOR DESIGN REFERENCE","https://www.groovee.in/s/637b22156d77cd009523f663/65be32bb31c5e8c4e16d82c6/1000145992_afee1921-d488-467e-83ef-b829d9357488-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be32bb31c5e8c4e16d82c1/1000145990_a59036e0-4833-4110-a373-2fc4e8b87de5-1800x1800.jpg",https://www.groovee.in/product/colour-me-colourful-rainbow-handpainted-unisex-customized-denim-jeans-1
86338591,Groovee,Handpaint,N/A,,COLOUR ME Street Style Men's Handpainted Customized Denim Jeans Jacket,"5,999",S|M|L|XL|XXL,"The Denim Jacket Features: 

The denim jacket has been hand-crafted and hand-embroidered with love! 
The material is 100% cotton. Fabric for the denim jacket feels thick and does not stretch, we source quality fabric. 
It sports two pockets on the outside and two secret pockets on the inside. (more pockets, fewer problems)
Time Taken: 

This denim jacket requires over 3 Days worth of patience, skill and effort.","https://www.groovee.in/s/637b22156d77cd009523f663/65be31e8fabaaa78b47aa4a1/1000184637_8833ebb9-d683-4e47-9d0d-0823d2378329-3x-3--1800x1800.webp, https://www.groovee.in/s/637b22156d77cd009523f663/65be31e8fabaaa78b47aa4a5/1000184639_6f8817ae-d585-4d48-94e2-84f4166d2c72-3x-1--1800x1800.webp",https://www.groovee.in/product/colour-me-street-style-men-s-handpainted-customized-denim-jeans-jacket-1
14124456,Groovee,Handpaint,N/A,,"COLOUR ME ""DEAD SMILEY"" Handpainted Street Style Denim Unisex Jeans Jacket","3,999",Out of stock,"The denim jacket has been hand-crafted and hand-embroidered with love! The material is 100% cotton. Fabric for the denim jacket feels thick and does not stretch, we source quality fabric. It sports two pockets on the outside and two secret pockets on the inside. (more pockets, fewer problems)Time Taken: 
This denim jacket requires over  5Days worth of patience, skill and effort.
Note - This Jacket is Only For Design Reference","https://www.groovee.in/s/637b22156d77cd009523f663/65be31ac8207f4d8c37ea149/f135aa99-164f-4463-83bd-8b2647026111_0fd3d002-527d-43ae-baf6-b80bd2fdf8d5-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be31ad8207f4d8c37ea164/ad3e54ab-526a-4251-856b-2283906e7c90_e787ccef-7f4f-46e7-b243-4a6140297699-4x-1800x1800.jpg",https://www.groovee.in/product/colour-me-dead-smiley-handpainted-street-style-denim-unisex-jeans-jacket
35081220,Groovee,Handpaint,Sold by: MADZEE,"Color: LIGHT BLUE
Washcare: DRYCLEAN ONLY
Fabric: DENIM 100% COTTON
",MADZEE Hand Painted look crazy Unisex Denim Jeans Jacket - 100% Cotton,"5,999",M|L|XL|S,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be3289b85405c54b2468cd/il_1588xn-2835422320_c7dc-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be3289b85405c54b2468bb/il_1588xn-2883088485_ev1q-1800x1800.jpg",https://www.groovee.in/product/madzee-hand-painted-look-crazy-unisex-denim-jeans-jacket-100percent-cotton
16944402,Groovee,Handpaint,Sold by: MADZEE,"Color: LIGHT BLUE
Washcare: DRYCLEAN ONLY
Fabric: DENIM 100% COTTON
",MADZEE Hand Painted Daddy's Little Monster Unisex Denim Jeans Jacket - 100% Cotton,"5,999",M|L|XL|S,No description available,https://www.groovee.in/s/637b22156d77cd009523f663/65be32a3215925d865115ecc/8550a2db-8c7a-428c-b182-5fbe7bda2db5-1--1800x1800.jpg,https://www.groovee.in/product/madzee-hand-painted-daddy-s-little-monster-unisex-denim-jeans-jacket-100percent-cotton
59049953,Groovee,Handpaint,N/A,,Rainbow Fire Flame Handpainted Unisex Customized Denim Jeans Jacket,"5,999",S|M|L|XL|XXL,"Rainbow Fire Flame Handpainted Unisex Customized Denim Jeans Jacket





The Denim Jacket Features: 

The denim jacket has been hand-crafted and hand-embroidered with love! 
The material is 100% cotton. Fabric for the denim jacket feels thick and does not stretch, we source quality fabric. 
It sports two pockets on the outside and two secret pockets on the inside. (more pockets, fewer problems)
Time Taken: 

This denim jacket requires over 3 Days worth of patience, skill and effort.","https://www.groovee.in/s/637b22156d77cd009523f663/65be32b1cc8b354f60bf86e2/1000194240_b878d649-21ae-456b-80f8-e1c3eb23194f-3x-1800x1800.webp, https://www.groovee.in/s/637b22156d77cd009523f663/65be32b1cc8b354f60bf86e9/1000179882_644227c9-7de9-442e-868d-6c057e53b394-3x-1800x1800.webp",https://www.groovee.in/product/rainbow-fire-flame-handpainted-unisex-customized-denim-jeans-jacket
11836609,Groovee,Handpaint,Sold by: BIVES,"Washcare: WIPE WITH CLEAN AND DRY CLOTH TO REMOVE DUST
Fabric: HAND PAINTED WITH LEATHER PAINT
",BIVES CUSTOM HAND PAINTED SIMPSON CARTOON SNEAKERS,"4,999",UK 6|UK 7|UK 8|UK 9|UK 10,No description available,"https://www.groovee.in/s/637b22156d77cd009523f663/65be32a8fabaaa78b47ad2d6/151220234-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be32a7fabaaa78b47ad2b0/1501220233-1800x1800.jpg",https://www.groovee.in/product/bives-custom-hand-painted-simpson-cartoon-sneakers
59229740,Groovee,Handpaint,N/A,,COLOUR ME Colourful Rainbow Handpainted Unisex Customized Denim Jeans,"3,999",28|30|32|34|36,"The denim Jeans has been hand-crafted and hand-embroidered with love! The material is 100% cotton. Fabric for the denim Jeans feels thick and does not stretch, we source quality fabric. It sports two pockets on the outside and two secret pockets on the inside. (more pockets, fewer problems)Time Taken: This denim jeans requires over 45 hours worth of patience, skill and effort.Note - THE JEANS IS ONLY FOR DESIGN REFERENCE","https://www.groovee.in/s/637b22156d77cd009523f663/65be31ad0e01ffd864dd50d0/1000145992_afee1921-d488-467e-83ef-b829d9357488-1800x1800.jpg, https://www.groovee.in/s/637b22156d77cd009523f663/65be31ad0e01ffd864dd50da/1000145990_a59036e0-4833-4110-a373-2fc4e8b87de5-1800x1800.jpg",https://www.groovee.in/product/colour-me-colourful-rainbow-handpainted-unisex-customized-denim-jeans
