Product ID,Brand,Category,Sold By,Product Detail,Title,Price,Sizes,Description,Photo URLs,URL_Product
9350722460,Groovee,Oversized T-shirt Mens Women & Male,Groovee,"Fit: Oversized
Fabric: Banana crepe",Evolve: The Cosmic Shacket,1699.0,S|M|L|XL,"Meet the Cosmic Shacket: Your Connection to Cosmic Flow. 
 Feel the magic, power, joy (euphoria), and beautiful flow (synchronicity)  of life with the Cosmic Shacket. It’s a wearable reminder: focus on the  good, get more good back from the universe. Connect to the 'Universe Soul' energy. Wear it to embrace the magic, feel your power, and attract amazing things.","https://groovee.in/cdn/shop/files/ad_7.jpg?v=1744205403, https://groovee.in/cdn/shop/files/story_ad_12.jpg?v=1744205403, https://groovee.in/cdn/shop/files/edit--shirt-1a.jpg?v=1744205403, https://groovee.in/cdn/shop/files/edit--shirt-7.jpg?v=1744205403, https://groovee.in/cdn/shop/files/edit--shirt-3.jpg?v=1744205403, https://groovee.in/cdn/shop/files/edit--shirt-4.jpg?v=1744205403",https://groovee.in/collections/oversized-tshirts/products/evolve-the-cosmic-shacket
6145544164,Groovee,Oversized T-shirt Mens Women & Male,Groovee,"Fit: Oversized
Fabric: Banana crepe",Evolve: The Cosmic Shacket,1699.0,S|M|L|XL,"Meet the Cosmic Shacket: Your Connection to Cosmic Flow. 
 Feel the magic, power, joy (euphoria), and beautiful flow (synchronicity)  of life with the Cosmic Shacket. It’s a wearable reminder: focus on the  good, get more good back from the universe. Connect to the 'Universe Soul' energy. Wear it to embrace the magic, feel your power, and attract amazing things.","https://groovee.in/cdn/shop/files/ad_7.jpg?v=1744205403, https://groovee.in/cdn/shop/files/story_ad_12.jpg?v=1744205403, https://groovee.in/cdn/shop/files/edit--shirt-1a.jpg?v=1744205403, https://groovee.in/cdn/shop/files/edit--shirt-7.jpg?v=1744205403, https://groovee.in/cdn/shop/files/edit--shirt-3.jpg?v=1744205403, https://groovee.in/cdn/shop/files/edit--shirt-4.jpg?v=1744205403",https://groovee.in/collections/oversized-tshirts/products/evolve-the-cosmic-shacket?variant=50489780109634
9199871157,Groovee,Oversized T-shirt Mens Women & Male,Groovee,"Fit: Oversized
Fabric: Terry Cotton 240 GSM",Gold Rush Jersey (Blue stripe),1199.0,S|M|L|XL,No description available,"https://groovee.in/cdn/shop/files/blu-cat-1-dp.jpg?v=1774275050, https://groovee.in/cdn/shop/files/blu-cat-2.jpg?v=1774275050, https://groovee.in/cdn/shop/files/blu-cat-2a.jpg?v=1774275051, https://groovee.in/cdn/shop/files/blu-cat-3-dp.jpg?v=1774275050, https://groovee.in/cdn/shop/files/blu-cat-4.jpg?v=1774275051, https://groovee.in/cdn/shop/files/blu-cat-4a.jpg?v=1774275050",https://groovee.in/collections/oversized-tshirts/products/gold-rush-jersey-blue-stripe
9774744086,Groovee,Oversized T-shirt Mens Women & Male,Groovee,"Fit: Oversized
Fabric: Terry Cotton 240 GSM",Gold Rush Jersey (Blue stripe),1199.0,S|M|L|XL,No description available,"https://groovee.in/cdn/shop/files/blu-cat-1-dp.jpg?v=1774275050, https://groovee.in/cdn/shop/files/blu-cat-2.jpg?v=1774275050, https://groovee.in/cdn/shop/files/blu-cat-2a.jpg?v=1774275051, https://groovee.in/cdn/shop/files/blu-cat-3-dp.jpg?v=1774275050, https://groovee.in/cdn/shop/files/blu-cat-4.jpg?v=1774275051, https://groovee.in/cdn/shop/files/blu-cat-4a.jpg?v=1774275050",https://groovee.in/collections/oversized-tshirts/products/gold-rush-jersey-blue-stripe?variant=52669446783298
0004682256,Groovee,Oversized T-shirt Mens Women & Male,Groovee,Fit: OVERSIZED,MERAKI MODE ALL-WEATHER T-SHIRT,1799.0,S|M|L|XL,"Unmask. Break free. Be real. This oversized all-weather full-sleeve tee is a bold ode to self-expression. The front screams DITCH THE LAYERS with trippy visuals of fake faces tearing apart — revealing the real you. Down below, a textured patch narrates the soul of MERAKI — doing everything with soul and zero fucks about opinions. 
 Turn around, and the back tells a story — 3D-depth trees stand tall with the quote: “The secret of life is to waste time in ways that you like.” A reminder to live wild, free, and proud. 
 Cut from utlra-smooth, luxe all-weather fabric, it feels premium yet effortless — perfect for any season, any scene. 
 Style tip: Rock it with baggy cargos, sneakers, and a chain for that chill, offbeat streetwear edge. 
 Ditch the world, not your vibe.","https://groovee.in/cdn/shop/files/ads_13_8084e15e-e191-4162-994b-8aa5ec0f41bd.jpg?v=1761323530, https://groovee.in/cdn/shop/files/st_16.jpg?v=1761323530, https://groovee.in/cdn/shop/files/CG-JR-70-dp.jpg?v=1761323530, https://groovee.in/cdn/shop/files/CG-JR-80a.jpg?v=1761323530, https://groovee.in/cdn/shop/files/CG-JR-80-dp.jpg?v=1761323530, https://groovee.in/cdn/shop/files/CG-JR-81-dp.jpg?v=1761323530",https://groovee.in/collections/oversized-tshirts/products/meraki-mode-all-weather-t-shirt
1000228270,Groovee,Oversized T-shirt Mens Women & Male,Groovee,Fit: OVERSIZED,MERAKI MODE ALL-WEATHER T-SHIRT,1799.0,S|M|L|XL,"Unmask. Break free. Be real. This oversized all-weather full-sleeve tee is a bold ode to self-expression. The front screams DITCH THE LAYERS with trippy visuals of fake faces tearing apart — revealing the real you. Down below, a textured patch narrates the soul of MERAKI — doing everything with soul and zero fucks about opinions. 
 Turn around, and the back tells a story — 3D-depth trees stand tall with the quote: “The secret of life is to waste time in ways that you like.” A reminder to live wild, free, and proud. 
 Cut from utlra-smooth, luxe all-weather fabric, it feels premium yet effortless — perfect for any season, any scene. 
 Style tip: Rock it with baggy cargos, sneakers, and a chain for that chill, offbeat streetwear edge. 
 Ditch the world, not your vibe.","https://groovee.in/cdn/shop/files/ads_13_8084e15e-e191-4162-994b-8aa5ec0f41bd.jpg?v=1761323530, https://groovee.in/cdn/shop/files/st_16.jpg?v=1761323530, https://groovee.in/cdn/shop/files/CG-JR-70-dp.jpg?v=1761323530, https://groovee.in/cdn/shop/files/CG-JR-80a.jpg?v=1761323530, https://groovee.in/cdn/shop/files/CG-JR-80-dp.jpg?v=1761323530, https://groovee.in/cdn/shop/files/CG-JR-81-dp.jpg?v=1761323530",https://groovee.in/collections/oversized-tshirts/products/meraki-mode-all-weather-t-shirt?variant=51373057704258
7836960469,Groovee,Oversized T-shirt Mens Women & Male,Groovee,"Fit: OVERSIZED
Fabric: Jacquard",Seventh Quarter,1499.0,S|M|XL,"Made from textured cotton for an authentic old-school feel, this jersey blends vintage sport aesthetics with street presence. The front reads Groove alongside the number 07 — a number for the ones who move differently, stay original, and lead without needing the spotlight. A small High Tribe emblem sits between chest and shoulder, a subtle nod to belonging to a higher circle. On the back, Top Dawg crowns the design, with an oversized 07 making sure the message is seen from every angle. It’s more than a jersey — it’s a uniform for those who know their place at the top.","https://groovee.in/cdn/shop/files/REBEL_ADS_1.jpg?v=1776364360, https://groovee.in/cdn/shop/files/REBEL_ADS_ST_ADS_1.jpg?v=1776364360, https://groovee.in/cdn/shop/files/rn-image_picker_lib_temp_05610938-2370-4825-8c1a-a335844cb948.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-1-dp.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-2.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-2a.jpg?v=1776364360",https://groovee.in/collections/oversized-tshirts/products/rebel-club-jersey
9637224557,Groovee,Oversized T-shirt Mens Women & Male,Groovee,N/A,Rebel Club Jersey,1499.0,S|M|L|XL,"Cut from thick premium cotton, this long-sleeve quarter-zip channels the adrenaline of old-school racing culture. The front is packed with motorsport energy — Rebel Riders Club, 2025, and sponsor-style graphics that feel straight from the track. Across the back, PRO Racing League sits above a high-impact car graphic, executed in two-tone puff print for a textured, elevated finish. Designed for speed lovers and street racers at heart, it’s a statement piece that merges performance aesthetics with everyday wearability.","https://groovee.in/cdn/shop/files/ads_19.jpg?v=1761323443, https://groovee.in/cdn/shop/files/st_23.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-54-dp.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-55.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-56.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-57-dp.jpg?v=1761323443",https://groovee.in/collections/oversized-tshirts/products/rebel-club-jersey-1
5328353703,Groovee,Oversized T-shirt Mens Women & Male,Groovee,N/A,Rebel Club Jersey,1499.0,S|M|L|XL,"Cut from thick premium cotton, this long-sleeve quarter-zip channels the adrenaline of old-school racing culture. The front is packed with motorsport energy — Rebel Riders Club, 2025, and sponsor-style graphics that feel straight from the track. Across the back, PRO Racing League sits above a high-impact car graphic, executed in two-tone puff print for a textured, elevated finish. Designed for speed lovers and street racers at heart, it’s a statement piece that merges performance aesthetics with everyday wearability.","https://groovee.in/cdn/shop/files/ads_19.jpg?v=1761323443, https://groovee.in/cdn/shop/files/st_23.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-54-dp.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-55.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-56.jpg?v=1761323443, https://groovee.in/cdn/shop/files/CG-JR-57-dp.jpg?v=1761323443",https://groovee.in/collections/oversized-tshirts/products/rebel-club-jersey-1?variant=51373192839490
0493138969,Groovee,Oversized T-shirt Mens Women & Male,Groovee,"Fit: OVERSIZED
Fabric: Jacquard",Seventh Quarter,1499.0,S|M|XL,"Made from textured cotton for an authentic old-school feel, this jersey blends vintage sport aesthetics with street presence. The front reads Groove alongside the number 07 — a number for the ones who move differently, stay original, and lead without needing the spotlight. A small High Tribe emblem sits between chest and shoulder, a subtle nod to belonging to a higher circle. On the back, Top Dawg crowns the design, with an oversized 07 making sure the message is seen from every angle. It’s more than a jersey — it’s a uniform for those who know their place at the top.","https://groovee.in/cdn/shop/files/REBEL_ADS_1.jpg?v=1776364360, https://groovee.in/cdn/shop/files/REBEL_ADS_ST_ADS_1.jpg?v=1776364360, https://groovee.in/cdn/shop/files/rn-image_picker_lib_temp_05610938-2370-4825-8c1a-a335844cb948.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-1-dp.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-2.jpg?v=1776364360, https://groovee.in/cdn/shop/files/CG-JR-2a.jpg?v=1776364360",https://groovee.in/collections/oversized-tshirts/products/rebel-club-jersey?variant=51373167411522
